Artist_and_Track_Name,All_Streams,Position
Kehlani - CRZY,1492456,2474
Chris Brown - High End,1491332,2475
Anna Kendrick - True Colors,1484592,2476
One Direction - History,1484129,2477
Tuure Boelius - Eikö Sua Hävetä,1481877,2478
Bruno Mars - Just The Way You Are,1481323,2479
Rober Hatemo - Giden Candan Gidiyor,1480370,2480
Lacrim - 20 bouteilles,1480052,2481
Mura Masa - Love$ick (feat. A$AP Rocky),1478540,2482
Mister V - Apollo13,1477841,2483
Luis Alberto Spinetta - Seguir Viviendo Sin Tu Amor,1477749,2484
Young Thug - Cruise Ship,1477620,2485
Theory of a Deadman - Rx (Medicate),1473757,2486
Bushido - Oma Lise,1471450,2487
RIDSA - Avancer,1471201,2488
Dadju - Seconde chance,1470566,2489
Majoe - Sidechick,1468889,2490
Quality Control - My Dawg,1468643,2491
2 Chainz - Big Amount,1464782,2492
Future - Poppin' Tags,1464579,2493
Capital Bra - Das Leben ist so,1463641,2494
Manuş Baba - İstanbul,1463054,2495
MHD - Afro Trap Pt. 9 (Faut les wet),1461972,2496
Matoma - Slow (feat. Noah Cyrus),1459541,2497
BTS - MIC Drop,1458560,2498
Erdem Kınay - Şahane,1455241,2499
"Ray Parker, Jr. - Ghostbusters",1454496,2500
Luciano - Die Straße ein Teil,1452412,2501
Bryson Tiller - No Longer Friends,1451587,2502
PA Sports - Mörder,1451526,2503
JJ Lin - 可惜沒如果,1451467,2504
Imagine Dragons - Rise Up,1449240,2505
Janna - Vaikee Mut Oikee,1448336,2506
Duke Dumont - Ocean Drive,1447736,2507
Robin - Hollywood Hills - Vain Elämää Kausi 6,1445980,2508
YBN Nahmir - Rubbin off the Paint,1445328,2509
Tory Lanez - Shooters,1445025,2510
Carpenters - Merry Christmas Darling - Album Version/Remix,1443372,2511
Lana Del Rey - Cherry,1443002,2512
Vidar Villa - Herregud,1441827,2513
London On Da Track - No Flag,1441294,2514
Maroon 5 - What Lovers Do,1439588,2515
Frankie Goes To Hollywood - The Power of Love,1438701,2516
Ed Sheeran - The A Team,1438380,2517
TIX - Hakkebakkeskogen 2017,1438353,2518
Harun Kolçak - Gir Kanıma,1437439,2519
Dark Polo Gang - Tic Tac,1437297,2520
Reino Nordin - Kato mua silmiin,1437246,2521
İdotatlıses - Ya Da Boşver,1436233,2522
187 Strassenbande - Mit Absicht,1434777,2523
Poju - Esson baariin,1434728,2524
Alkilados - Me Gusta - Remix,1434630,2525
Lacrim - RIO,1434492,2526
Rkomi - Oh mama,1433580,2527
MRC - Paix sans guerre,1427830,2528
John Mayer - Love on the Weekend,1426497,2529
Katastrofe - Sangen Du Hater,1425584,2530
Imagine Dragons - I’ll Make It Up To You,1424513,2531
Justin Bieber - What Do You Mean?,1424497,2532
Avicii - What Would I Change It To (feat. AlunaGeorge),1423310,2533
La Reserva - Tu Arreglapenas,1421116,2534
Michael Patrick Kelly - iD,1419245,2535
Coez - Parquet,1417462,2536
Avicii - You Be Love (feat. Billy Raffoul),1414915,2537
Tom Petty and the Heartbreakers - American Girl,1414468,2538
JVG - Tappiolla tappiin (feat. Märkä Simo),1413498,2539
Bebe Rexha - (Not) The One,1413488,2540
Juan Magán - Déjate Llevar,1413331,2541
Linkin Park - Somewhere I Belong,1412696,2542
Linkin Park - Talking to Myself,1411570,2543
Giaime - No Stuntman,1410782,2544
DJ Jonathan - El Farsante,1409622,2545
Lorenz Büffel - Johnny Däpp,1408492,2546
Kaija Koo - Nää yöt ei anna armoo (feat. Cheek),1408259,2547
The Ronettes - Sleigh Ride,1406795,2548
Maroon 5 - Whiskey (feat. A$AP Rocky),1406734,2549
Guns N' Roses - Sweet Child O' Mine,1406400,2550
Marcus & Martinus - Dance With You,1404487,2551
Lacrim - Rockefeller,1403844,2552
Coldplay - Fix You,1403330,2553
"Ronghao Li - 不將就 (電影""何以笙簫默""片尾曲)",1402768,2554
Anna Puu - Tarviin Vielä Yhden Yön Aikaa,1399948,2555
Mark Ronson - Uptown Funk,1398231,2556
Luny Tunes - Mayor Que Yo 3,1397705,2557
GoldLink - Crew REMIX,1397065,2558
Morat - Besos En Guerra,1396215,2559
Michael Bublé - Santa Claus Is Coming To Town,1396209,2560
"Tyler, The Creator - Glitter",1394757,2561
Future - Solo,1394196,2562
Calcutta  - Orgasmo,1393829,2563
Silvestre Dangond - Cásate Conmigo,1392444,2564
Khalid - Shot Down,1391723,2565
Andrelli - Old Man,1386992,2566
Wiz Khalifa - Letterman,1386197,2567
Johnny Hallyday - L'envie,1385577,2568
Evelina - Katri Helena,1384008,2569
Six60 - Closer,1383343,2570
Taylor Swift - This Is Why We Can’t Have Nice Things,1380784,2571
Taylor Swift - Wildest Dreams,1379996,2572
Sam Smith - One Day At A Time,1379849,2573
Ersan Er - Tanrım - Remix,1379746,2574
"Tyler, The Creator - Sometimes...",1378752,2575
Camila Cabello - Never Be the Same - Radio Edit,1377803,2576
blackbear - make daddy proud,1377271,2577
Coez - Delusa da me,1376723,2578
Chris Stapleton - Either Way,1376482,2579
Future - Feds Did a Sweep,1375026,2580
Linkin Park - Papercut,1371898,2581
Jul - Amigo,1369035,2582
Gucci Mane - Enormous (feat. Ty Dolla $ign),1368647,2583
Kontra K - Erfolg ist kein Glück,1368482,2584
Jul - Beely,1367925,2585
Future - Damage,1367227,2586
Imagine Dragons - Radioactive,1365214,2587
Brantley Gilbert - The Weekend,1363771,2588
Capital Bra - Wer hoch fliegt fällt tief,1363739,2589
Lena - If I Wasn't Your Daughter - Acoustic Version,1361674,2590
Ali As - Von den fernen Bergen (feat. SXTN),1361427,2591
J-AX - Comunisti col Rolex,1361212,2592
Dadju - Trouvez-la moi,1359306,2593
C. Tangana - Mala Mujer,1357480,2594
Ty Dolla $ign - Don't Judge Me (feat. Future and Swae Lee),1357193,2595
Idina Menzel - Baby It's Cold Outside (duet with Michael Bublé),1355920,2596
Chino & Nacho - Andas En Mi Cabeza - Remix,1355464,2597
Linkin Park - Faint,1355097,2598
Marama - Nena,1354995,2599
Hande Yener - Seviyorsun,1352596,2600
Nekfeu - O.D,1350591,2601
Taylor Swift - King Of My Heart,1349821,2602
Melendi - Destino o Casualidad,1348218,2603
Ezhel - İyi Bil,1347580,2604
Nikke Ankara - Kaadutaan,1347307,2605
Kalash Criminel - Enterrez-les,1347240,2606
Marcus & Martinus - Make You Believe In Love,1346269,2607
Kenan Doğulu - İlk Adımı Sen At,1345703,2608
Capital Bra - Paff Paff weiter 2,1344217,2609
Nat King Cole Trio - All I Want For Christmas (Is My Two Front Teeth) - 1990 - Remaster,1344107,2610
Ollie - Terkkui Exille,1343958,2611
Trettmann - Billie Holiday,1343578,2612
Karol G - Hello,1343082,2613
Julie Bergan - If You Love Me (feat. Tunji Ige),1339881,2614
Gue Pequeno - La Malaeducazione,1339404,2615
Kraftklub - Dein Lied,1338739,2616
Pnau - Chameleon,1336785,2617
Alessandra Amoroso - Sul ciglio senza far rumore,1336165,2618
Andy Williams - Sleigh Ride,1329396,2619
Lartiste - Pardonner,1328978,2620
J. Cole - everybody dies,1328593,2621
Future - Three,1326646,2622
Taylor Swift - Dress,1326554,2623
Mon Laferte - Si Tú Me Quisieras,1325897,2624
Beyoncé - Halo,1325615,2625
Yvonne Catterfeld - Irgendwas (feat. Bengio),1324703,2626
SZA - Broken Clocks,1324581,2627
Taylor Swift - New Year’s Day,1324496,2628
A$AP Ferg - Work REMIX,1324277,2629
Ruth B. - Lost Boy,1323352,2630
Still Fresh - Collision,1322983,2631
Bushido - CCNDNA,1322928,2632
Leslie Grace - Díganle,1320945,2633
JJ Lin - 她說,1320940,2634
Carpenters - Silent Night,1319992,2635
Ideaali & Jay Who? - Kaikki ok,1316873,2636
P!nk - Revenge,1314387,2637
BTS - Spring Day,1313961,2638
Chris Stapleton - Tennessee Whiskey,1313734,2639
Natasha Bedingfield - Shake up Christmas 2011 (Official Coca-Cola Christmas Song),1311662,2640
Aleksanteri Hakaniemi - Kynttilät,1307288,2641
Lorenzo Fragola - D'improvviso,1305874,2642
Kay Starr - The Man With The Bag,1301893,2643
Vasco Rossi - Albachiara,1299952,2644
Backstreet Boys - Christmas Time,1298401,2645
Katy Perry - The One That Got Away - Acoustic,1297631,2646
Erol Evgin - Ateşle Oynama,1296615,2647
Soundgarden - Black Hole Sun,1295734,2648
PnB Rock - Lovin' (feat. A Boogie Wit da Hoodie),1293472,2649
Ceylan Ertem - El Adamı,1291122,2650
"Tyler, The Creator - November",1289051,2651
Wincent Weiss - Musik sein,1288657,2652
DRAM - ILL NANA (feat. Trippie Redd),1287053,2653
Marama - Loquita,1285902,2654
Ozuna - Una Flor,1285798,2655
Blonde - Just For One Night (feat. Astrid S),1283667,2656
Sam Smith - Too Good At Goodbyes - Acoustic,1282205,2657
Ceza - Suspus,1280959,2658
Sena Sener - Sevmemeliyiz,1279528,2659
Tia Lee - 是我不夠好,1279259,2660
Zac Efron - Rewrite The Stars,1278693,2661
Yüksek Sadakat - Haydi Gel İçelim,1278608,2662
Meek Mill - Fuck That Check Up (feat. Lil Uzi Vert),1277999,2663
Juulia - Mul Oli Ikävä Mua,1275833,2664
Rkomi - Verme,1272491,2665
Rombai - Que Rico Baila,1271785,2666
Skinny Days - The One That Got Away,1271537,2667
MZ - Les princes,1271101,2668
Jul - Qui a dit ?,1266977,2669
Robin - Tuuleksi Taivaanrantaan - Vain Elämää Kausi 6,1263637,2670
Gucci Mane - Make Love,1262171,2671
Sofi Tukker - Drinkee,1261853,2672
Julia Michaels - Issues - Alan Walker Remix,1259825,2673
Hanybal - Fick dich,1259574,2674
Louane - Si t'étais là,1259276,2675
Kevin Roldan - Me Gustas,1259163,2676
J.Sheon - 別問很可怕,1257696,2677
Walid Sevran - La cour des grands,1257597,2678
Janna - Mitä Jos,1256641,2679
Raappana - Kriipii,1255379,2680
Pinhani - Ne Güzel Güldün,1255110,2681
Profeetat - Pipefest (feat. Paleface),1253601,2682
Kings - Don't Worry Bout' It,1252920,2683
Lacrim - Kim Jong Un,1250707,2684
Mahmut Orhan - Save Me,1247176,2685
Yksi Totuus - Sammakko (feat. STIG),1247093,2686
21 Savage - Nothin New,1246018,2687
Bonez MC - Lebenslauf,1243410,2688
Zara Larsson - I Can't Fall in Love Without You,1241350,2689
Tyga - Feel Me,1240358,2690
Hellbillies - Den Finast Eg Veit,1240308,2691
"Earth, Wind & Fire - September",1239241,2692
Leroy Styles - Golden Youth,1236175,2693
Kaan Tangöze - Bekle Dedi Gitti - Çizik,1235153,2694
Rod Stewart - Santa Claus Is Coming To Town,1228521,2695
Kalash Criminel - Mélanger,1228188,2696
Cro - todas,1227783,2697
Kehlani - Distraction,1227540,2698
Demet Akalın - Hayalet,1227485,2699
Imagine Dragons - Start Over,1227408,2700
Adi L Hasla - Ei Mitään Jiitä,1227131,2701
The xx - Say Something Loving,1227056,2702
Duman - Öyle Dertli,1225431,2703
PNL - Tu sais pas,1224791,2704
Samu - Satuprinsessa (Vain elämää kausi 6),1224640,2705
Model - Mey,1223579,2706
The Weeknd - Can't Feel My Face,1223447,2707
Tanya Chua - 拋物線,1223107,2708
Simge - Üzülmedin mi?,1223075,2709
Edis - Dudak,1222420,2710
DJ Khaled - On Everything,1220922,2711
RAF Camora - Entertainment,1220782,2712
Kris Wu - Deserve (feat. Travis Scott),1220622,2713
Labrinth - Jealous,1219300,2714
Daddy Yankee - Otra Cosa,1219006,2715
Future - Fresh Air,1217976,2716
Tippa-T - Lujaa (feat. Pete Parkkonen),1217261,2717
Tuna Kiremitçi - Birden Geldin Aklıma,1216815,2718
Eva Weel Skram - Selmas sang (fra Snøfall),1215053,2719
Tom Petty and the Heartbreakers - Mary Jane's Last Dance,1214934,2720
Jul - Cagoulé,1213968,2721
Coldplay - Hypnotised,1213533,2722
Dosseh - Putain d'époque,1212899,2723
Celo & Abdi - Kein Rückwärtsgang,1212745,2724
YOUNGHEARTED - Vaikeeta,1209497,2725
Ceylan Ertem - Uçurtma,1209339,2726
Azet - Qa bone,1209047,2727
Kodak Black - Built My Legacy (feat. Offset),1209031,2728
Abel Pintos - Como Te Extraño,1208446,2729
Arttu Lindeman - Läikkyy,1208218,2730
Savas - Normale Leute,1207001,2731
Sigala - Only One - Radio Edit,1206273,2732
Cheek - Älä lähde vielä pois (Vain elämää kausi 7),1206248,2733
J-AX - Senza pagare,1206059,2734
La Beriso - Traicionero,1201243,2735
Big Sean - Intro,1200822,2736
Yandel - No Quiero Amores,1199939,2737
Hurts - All I Want for Christmas Is New Year's Day,1198846,2738
ABREU - Soo Soo,1198566,2739
Kenji Wu - 孤獨是會上癮的,1197710,2740
James Reid - On Top,1195992,2741
21 Savage - Dead People,1193833,2742
Manuel Medrano - Bajo el agua,1192324,2743
Ernia - Madonna,1189094,2744
Yalın - Tatlıyla Balla,1188335,2745
Nacho - Romance,1187711,2746
Deorro - Bailar,1187577,2747
Tory Lanez - LUV,1186962,2748
Niall Horan - Seeing Blind,1186808,2749
Future - 200,1184623,2750
Lacrim - J'essaie,1183586,2751
Flo Rida - My House,1183488,2752
Norm Ender - Sonumu Görüyorum,1182429,2753
lowlow - Il sentiero dei nidi di ragno,1180925,2754
Gue Pequeno - Non Ci Sei Tu,1180208,2755
Future - Drip on Me,1179938,2756
Giorgia - Scelgo ancora te,1179895,2757
Maxwell - Diese Beiden,1176754,2758
Ozuna - En La Intimidad,1176053,2759
Hande Yener - Deli Bile,1175838,2760
Gorillaz - Let Me Out (feat. Mavis Staples & Pusha T),1175625,2761
Simge - Prens & Prenses,1174515,2762
Zak Abel - All I Ever Do (Is Say Goodbye),1173820,2763
Damso - BruxellesVie,1173632,2764
Duki - Ready for the Night,1172236,2765
Maxwell - Gaspedal,1171940,2766
GionnyScandal - Buongiorno,1169975,2767
Joakim Lundell - Only Human,1168509,2768
21 Savage - Whole Lot,1168201,2769
Alonzo - DLG,1168156,2770
Tom Petty - Runnin' Down A Dream,1167762,2771
Antti Ketonen - Olisitpa sylissäni,1165610,2772
Majoe - Silberner Ferrari (feat. Farid Bang),1163519,2773
OneRepublic - Counting Stars,1159296,2774
Dua Lipa - IDGAF,1157740,2775
Thomas Rhett - Sixteen,1157081,2776
Gettomasa - Entä sä (feat. Gracias),1154360,2777
Xiao Yu - 所謂的愛,1153621,2778
Vance Joy - Lay It On Me,1151134,2779
Jona Lewie - Stop the Cavalry,1149731,2780
Gue Pequeno - Punto Su Di Te,1149322,2781
SZA - The Weekend - Funk Wav Remix,1148642,2782
Noriel - Amigos y Enemigos - Remix,1147739,2783
Duki - Lola,1145049,2784
Nekfeu - Besoin de sens,1141265,2785
Nils Bech - O Helga Natt,1140374,2786
Leanne & Naara - New York And Back,1140334,2787
Six60 - Rivers,1140332,2788
SCH - Nino Brown,1140179,2789
Keala Settle - This Is Me,1139383,2790
Eshconinco - Bruk It Dung,1138147,2791
Brenda Lee - Rockin' Around The Christmas Tree - Rerecorded Version,1137320,2792
Jul - Ou lalala,1136558,2793
Cliff Richard - Mistletoe and Wine,1136264,2794
PnB Rock - Misunderstood,1133846,2795
"A-Lin - 幸福太短 (電視劇「奇妙的時光之旅」片尾曲) - Ending theme song of TV Drama ""Magical Space-Time""",1133368,2796
Lorenzo - Freestyle du sale,1133217,2797
Rolf Zuckowski - In der Weihnachtsbäckerei,1130846,2798
Ümit Besen - Seni Unutmaya Ömrüm Yeter mi,1130613,2799
Ed Sheeran - Shape of You - Acoustic,1128420,2800
Ezhel - Nefret,1126972,2801
Banda El Recodo - Las Fresas - Version Urban,1126616,2802
Hugh Jackman - The Greatest Show,1125146,2803
Alexis y Fido - La Cómplice,1125122,2804
Buray - Seni Sevmiyorum Artık,1122273,2805
RAF Camora - Augenblick,1121546,2806
Manuş Baba - Ben Sana Vurgunum,1120781,2807
Naps - Vroum vroum,1120579,2808
Nekfeu - Princesse,1119789,2809
eMMa - Engler i sne,1117374,2810
No Party For Cao Dong - 大風吹,1116833,2811
Mikael Gabriel - Ring Ring Ring,1116121,2812
Dagny - Love You Like That,1115724,2813
Ufo361 - James Dean,1114257,2814
Young Thug - Killed Before,1110354,2815
Alicia Keys - Blended Family (What You Do For Love),1109818,2816
Zuna - Mele 7,1109771,2817
Ghali - Dende,1109221,2818
Dadju - J'ai dit non,1109062,2819
G.E.M. - 泡沫,1108017,2820
Ed Sheeran - Tenerife Sea,1107929,2821
Taylor Swift - Bad Blood,1106998,2822
"Franco ""El Gorilla"" - De Vez en Cuando",1106472,2823
Kaaris - Feghouli,1105155,2824
Lacrim - Audemars Piguet,1103709,2825
Aminé - Spice Girl,1103694,2826
Sezen Aksu - Köz,1103201,2827
Ugly God - Stop Smoking Black & Milds,1102115,2828
Möwe - Skyline,1102048,2829
Vald - Trophée,1101252,2830
Roshelle - What U Do to Me,1099496,2831
Mister V - Deutsche Qualität,1098046,2832
Ronghao Li - 就這樣,1097209,2833
John Mayer - Changing,1095094,2834
Taylor Swift - Style,1094822,2835
Taylor Swift - So It Goes...,1094539,2836
BESS - En Pysty Lopettaa,1092353,2837
Hkeem - En Som Meg,1092046,2838
Dark Polo Gang - El Machico,1090962,2839
KALIM - Tresi,1090478,2840
Kontra K - Gute Nacht,1090224,2841
Perry Como - Here We Come a-Caroling / We Wish You a Merry Christmas,1088322,2842
Alida - Cool With It,1086948,2843
Joey Bada$$ - ROCKABYE BABY (feat. ScHoolboy Q),1085190,2844
Eric Saade - Wide Awake - Red Mix,1084892,2845
Sam Hunt - Drinkin' Too Much,1084889,2846
Luciano - Eiskalt,1083857,2847
Drake - All Me,1083519,2848
Tom Petty and the Heartbreakers - Christmas All Over Again,1081985,2849
Eason Chan - 誰來剪月光,1078917,2850
Vilma Alina - Tyynysotaa,1078336,2851
mansionz - STFU,1077919,2852
Carlos Rivera - Que Lo Nuestro Se Quede Nuestro,1076703,2853
Fall Out Boy - Young And Menace,1076421,2854
Lana Del Rey - In My Feelings,1076052,2855
aLee DJ - La Disco La Parte En Dos,1075180,2856
Mert - Asozial,1075091,2857
Slade - Merry Xmas Everybody,1073287,2858
Taylor Swift - Dancing With Our Hands Tied,1073045,2859
Croni-K - Me da Igual,1072865,2860
INNA - Gimme Gimme - Original Mix,1072171,2861
PA Sports - HSHC,1071466,2862
Volbeat - For Evigt,1071253,2863
Lacrim - Laisse-les,1071197,2864
Mon Laferte - Tormento,1071027,2865
Djadja & Dinaz - La haine,1069785,2866
Prince Royce - Ganas Locas,1069757,2867
Moira Dela Torre - Love Me Instead,1069733,2868
Bryson Tiller - Blowing Smoke,1069687,2869
Marcus & Martinus - First Kiss,1069212,2870
Lacrim - Pardon...,1066997,2871
Nathan Sykes - Over And Over Again,1065238,2872
Joey Montana - Hola,1065099,2873
Vega - Delinin Yıldızı,1061303,2874
MC Fioti - Joga O Bum Bum Tam Tam,1061072,2875
GASHI - Disrespectful,1060904,2876
RAF Camora - Vienna,1060691,2877
Dean Lewis - Waves,1059498,2878
Samu - Hiljaisuus (Vain elämää kausi 6),1059195,2879
Bonez MC - Attackieren,1059095,2880
Kollegah - Farid Ben & Friend (JBG3 Disstrack),1058035,2881
Carl Brave x Franco 126 - Argentario,1055824,2882
Luciano - Jeden Tag,1055628,2883
NEIKED - Call Me,1054229,2884
Lacrim - Partis de rien,1049788,2885
MMZ - Pardon,1048992,2886
SZA - Supermodel,1048848,2887
Frank Sinatra - Santa Claus Is Comin' to Town,1047714,2888
LANY - pink skies,1047046,2889
Justin Bieber - Sorry - Latino Remix,1046846,2890
Gradur - Dans ma vie,1046191,2891
SANNI - Malagaan (Vain elämää kausi 7),1044210,2892
Dardan - Mister Dardy,1043022,2893
Nimo - Let's Go Amina,1042894,2894
JVG - Pitkät päällä,1042828,2895
Sofiane - C'est nous les condés,1041401,2896
Future - Testify,1041223,2897
Aste - Monaco,1039964,2898
Achille Lauro - Amore mi,1039916,2899
Mikael Gabriel - 6K,1039895,2900
Hornet La Frappe - T'es un marrant (feat. Sofiane),1039167,2901
RIN - Bass,1039164,2902
Little Big Town - Better Man,1038689,2903
Kelly Clarkson - Christmas Eve - Recorded at Spotify Studios NYC,1037295,2904
Gorillaz - Submission (feat. Danny Brown & Kelela),1036379,2905
Alvaro Soler - Sofia,1036317,2906
Yandel - Nunca Me Olvides,1034218,2907
Sam Feldt - Fade Away,1030385,2908
Hornet La Frappe - Igo,1029722,2909
Ezhel - Hayır,1029154,2910
Oğuzhan Koç - Bulutlara Esir Olduk,1029110,2911
Michael Bublé - Have Yourself A Merry Little Christmas,1027759,2912
"George Ezra - White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",1026906,2913
Hamza - Vibes,1026655,2914
Juha Tapio - Oo se kun oot (Vain elämää kausi 7),1026590,2915
Jul - Comme les gens d'ici,1026573,2916
Nikke Ankara - Kesärenkaat - Vain Elämää Kausi 6,1026073,2917
Haloo Helsinki! - Joulun kanssas jaan,1025646,2918
Vegas Jones - Boom,1024902,2919
Kurt Nilsen - Nå Tennes Tusen Julelys,1021900,2920
Linkin Park - Leave Out All The Rest,1021535,2921
Lil Uzi Vert - Skir Skirr,1017714,2922
Big Sean - Savage Time (& Metro Boomin),1017576,2923
Jul - Je m'en fous de ta nana,1017031,2924
Bushido - Geschlossene Gesellschaft,1017014,2925
Hank Solo - Paska Sydän,1016765,2926
Achille Lauro - Non sei come me,1016375,2927
Nina - Foolish Heart,1016053,2928
Paulo - Luna LLena,1015589,2929
Alessandra Amoroso - Comunque andare,1015572,2930
Jul - C'est le son de la gratte,1014834,2931
Nat King Cole - The Happiest Christmas Tree,1014402,2932
HEDEGAARD - That´s Me,1013853,2933
Elisa - Ogni Istante,1011975,2934
Isac Elliot - SHE,1011710,2935
Maluma - Vitamina,1010379,2936
MMZ - Bulma,1010270,2937
Dadju - Jenny,1005767,2938
Bing Crosby - I'll Be Home For Christmas - Single Version,1005078,2939
Bonez MC - Ruhe nach dem Sturm,1004895,2940
Capital Bra - Wie alles begann,1004564,2941
Lacrim - Ça paie pas,1003027,2942
Rim'K - Fantôme,1000110,2943
Kasmir - Vanhaa Sua,998635,2944
Çağatay Akman - Sensin Benim En Derin Kuyum,996329,2945
21 Savage - Money Convo,996283,2946
Niro - Printemps blanc,995161,2947
Lacrim - Cohiba,994035,2948
Ufo361 - Migos,992803,2949
S.Crew - J’aurais pas dû,992398,2950
Lil Pump - Iced Out (feat. 2 Chainz),990465,2951
21 Savage - 7 Min Freestyle,990399,2952
Contra - Ters Yön,988299,2953
A$AP Rocky - F**kin' Problems,987827,2954
Bliss n Eso - Moments (feat. Gavin James),986953,2955
Gzuz - Meine Sprache,985950,2956
Gettomasa - Kapteeniupponalle,985909,2957
Ollie - Sä Et Oo Sä,985831,2958
Jari Sillanpää - Parempi mies (Vain elämää kausi 7),985761,2959
Marvin Gaye - Ain't No Mountain High Enough,985341,2960
Nelli Matula - Lemmikki,982489,2961
İrem Derici - Tektaş,981894,2962
Digital Farm Animals - Millionaire - Alan Walker Remix,981883,2963
Camila Gallardo - Más De La Mitad,980685,2964
Manuel Turizo - Esperándote,979847,2965
Marka Akme - Mata,977908,2966
Kygo - Never Let You Go,977296,2967
Murat Boz - Gün Ağardı,977295,2968
Ghali - Ora D'aria,976522,2969
Lou Monte - Dominick The Donkey (The Italian Christmas Donkey) [With Joe Reisman's Orchestra and Chorus],974965,2970
Six60 - Rolling Stone,974470,2971
Konshens - Bruk Off Yuh Back,973972,2972
Kygo - Raging,972799,2973
Sinan Ceceli - O La La,972721,2974
Can Bonomo - Yan,971138,2975
Ozuna - El Desorden,969845,2976
No Party For Cao Dong - 爛泥,969756,2977
Lele - Ora mai,969733,2978
Major Lazer - Know No Better (feat. Travis Scott & Quavo) - Bad Bunny Remix,969024,2979
Miguel - Come Through and Chill,968314,2980
Tove Lo - Cool Girl,967812,2981
Justin Quiles - Egoísta,967123,2982
Sadek - Napoli,966663,2983
Sultan + Shepard  - Almost Home,966478,2984
Lacrim - Papa Trabaja,965933,2985
2 Chainz - Realize,965930,2986
"Chad Focus - Get to the Money (feat. Troyse, Cito G & Flames)",965515,2987
Justin Quiles - Si Ella Quisiera,965190,2988
Evelina - Ei Filtterii,963953,2989
Ufo361 - Luzifer,963228,2990
LEO - Kaikki mitä rakastin,962324,2991
Future - Hallucinating,961759,2992
Lil Pump - Crazy,961074,2993
Roy Woods - Instinct (feat. MadeinTYO),960003,2994
DJ Khaled - Iced Out My Arms,954135,2995
Luciano Pereyra - Es Mi Culpa,952971,2996
Sia - Chandelier,952912,2997
SAARA - All The Love,952835,2998
Linkin Park - Breaking The Habit,952571,2999
Los Bonnitos - Dame la Mano,952335,3000
Can Kazaz - Bunca Yıl,951513,3001
Miley Cyrus - Party In The U.S.A.,950460,3002
Las Pelotas - Será - En Vivo,949577,3003
Prinz Pi - Hellrot,948488,3004
Naaz - Words,947909,3005
Ezhel - Benim Derdim,947851,3006
Lana Del Rey - Beautiful People Beautiful Problems (feat. Stevie Nicks),947418,3007
Ebru Yaşar - Nasıl Uyuyorsun,947182,3008
"Emma Stone - Someone In The Crowd - From ""La La Land"" Soundtrack",946965,3009
MAI LAN - Vampire,945647,3010
TIX - Baymax 2017,944771,3011
Tunge Ferrari - Hakkebakkeskogen 2017 Guttasnekk,942417,3012
Sofiane - Le cercle,942269,3013
SpongeBOZZ - Yellow Bar Mitzvah,938476,3014
Manuel Medrano - Una y otra vez,938144,3015
Junge Junge - I Don't Love You (I'm Just Lonely),937702,3016
Salmo - Don Medellín,936747,3017
Coez - Jet,936510,3018
Linkin Park - Nobody Can Save Me,936240,3019
Journey - Don't Stop Believin',936117,3020
Ida Paul & Kalle Lindroth - Kun tää loppuu,935529,3021
Michael Bublé - The More You Give (The More You'll Have),935135,3022
Don Omar - Encanto,935011,3023
Lorde - Liability (Reprise),933396,3024
Gorillaz - Momentz (feat. De La Soul),930777,3025
Lacrim - Vory V Zakone,930453,3026
Lacrim - La valise,929479,3027
Mehmet Güreli - Kimse Bilmez,929414,3028
Evelina - Sireenit,928148,3029
Naza - A Gogo,927924,3030
G-Eazy - Pray For Me,927792,3031
Duman - Kolay Değildir,926988,3032
PARTYNEXTDOOR - Not Nice,925307,3033
Tom Petty and the Heartbreakers - Breakdown,923243,3034
Michael Bublé - All I Want For Christmas Is You,923126,3035
RAF Camora - Verkauft,922862,3036
Broken Back - Halcyon Birds,921013,3037
Ozuna - Si Te Dejas Llevar (feat. Juanka),919299,3038
Agapornis - Le Hace Falta un Beso,918961,3039
Feride Hilal Akın - Bilir mi?,918793,3040
Craig David - I Know You,917538,3041
Marcus & Martinus - Girls,916435,3042
Norm Ender - Avare,916241,3043
Michael Jackson - Billie Jean,915173,3044
The Jackson 5 - I Want You Back,913629,3045
Elias Kaskinen & Päivän Sankarit - Tauti,913376,3046
Jenn Morel - Pónteme,911286,3047
JJ Lin - 修煉愛情,911200,3048
Bushido - So Lange,911051,3049
Ida Paul & Kalle Lindroth - Hakuammuntaa,910906,3050
Yung Hurn - Ok Cool,910015,3051
Céline Dion - Happy Xmas (War Is Over),909701,3052
Caparezza - Prisoner 709,909179,3053
Lana Del Rey - White Mustang,907773,3054
"Night Skinny - 6 A.M. (feat. Guè Pequeno, Izi)",907298,3055
Martin Solveig - Do It Right,907241,3056
Nikke Ankara - En Tiiä Sun Nimee,907238,3057
Suvi Teräsniska - Samase (feat. Mikael Gabriel),907102,3058
Bushido - Switch Stance,907039,3059
John Legend - Under the Stars,905910,3060
Zedd - Stay,904758,3061
Capital Bra - Kuku187,904503,3062
Booba - Validée,904259,3063
Rick Ross - Dead Presidents,903359,3064
Juha Tapio - Sinuhe (Vain elämää kausi 7) [feat. Brädi],902313,3065
Z-Chen - 我愛的人不愛我,902168,3066
Biffy Clyro - Re-arrange,902150,3067
OutKast - Hey Ya! - Radio Mix / Club Mix,901157,3068
Chad Focus - Get to the Money,900933,3069
