Artist_and_Track_Name,All_Streams,Position
Isac Elliot - New Way Home,12714,8707
Oskari Ruohonen - Mitä Se Sua Haittaa,12712,8708
Unge Ferrari - Jodeci 969,12691,8709
Aminé - Heebiejeebies,12686,8710
Rytmeklubben - Drugs You Do,12681,8711
Bassi Maestro - Solo un altro inverno,12674,8712
Mayday - 最感動的演唱會時刻...,12658,8713
Lady Gaga - Million Reasons - Andrelli Remix,12646,8714
David Guetta - 2U (feat. Justin Bieber) - Seeb Remix,12624,8715
Andrelli - Always You,12621,8716
No Te Va Gustar - Quería Ser Como Él,12588,8717
Hechmann - Inferno,12582,8718
Maître Gims - Est-ce que tu m'aimes ? - Pilule Bleue,12569,8719
Machine Gun Kelly - Let You Go,12566,8720
"Ricky Hsiao - 左手天才右手瘋子 (電影""心理罪之城市之光""推廣曲)",12553,8721
Barış Manço - Bu Gün Bayram,12549,8722
IU - Jam Jam,12515,8723
FKJ - Better Give U Up,12491,8724
Kaveh - Did It Again,12466,8725
JADE EYES - 只想賴在這裡 Veg Out,12427,8726
Chrizay - Lnn,12410,8727
Sagi Abitbul - Stanga,12392,8728
Sonny Alven - Our Youth,12367,8729
Battle Beast - King for a Day,12364,8730
Depeche Mode - Going Backwards,12361,8731
Emeli Sandé - Starlight,12360,8732
Lo Stato Sociale - Buona Sfortuna,12357,8733
John De Sohn - Standing When It All Falls Down - Official NiP Team Song,12356,8734
Sharon Lee - K.O.,12355,8735
Hanz 郭文翰 - 左心事,12349,8736
Cal - Paranoid,12292,8737
Cholomandinga - La exótika,12291,8738
Various Artists - One Love Manchester - Live from One Love Manchester,12285,8739
Sanctuary of The Lonely - Paradise,12276,8740
Martin Garrix - Animals - UK Radio Edit,12272,8741
Fiorella Mannoia - Sempre e per sempre,12267,8742
Ryan Riback - One Last Time,12245,8743
Kauriinmetsästäjät - Revi Mua,12234,8744
Nothing But Thieves - Sorry,12232,8745
Zara Larsson - Funeral,12211,8746
Hurts - Ready to Go,12209,8747
Francesco Gabbani - Magellano,12200,8748
Jordan - Y Qué Pasó...?,12199,8749
Jordan - Dos Hombres y un Destino,12195,8750
Poetek - 走到飛,12194,8751
Aknestik - Suomirokkia,12170,8752
gnash - i could change ur life,12159,8753
Thomas Dybdahl - 3 Mile Harbor,12155,8754
Unge Ferrari - Minner Fra En Tid,12146,8755
Nicky Jam - Amor Prohibido,12136,8756
Tommy Rey - La Parabolica,12114,8757
Izabell - 1000 Tusenlapper,12114,8758
Mr. Probz - Gone feat. Anderson .Paak,12104,8759
Amar Azul - El Polvito del Amor,12101,8760
Rainie Yang - 觀眾,12093,8761
Jam Hsiao - 一次幸福的機會,12079,8762
Fatih Bogalar - Te Ma Etmaje (feat. DJ Wirtual),12075,8763
Youngr - Out Of My System,12069,8764
Coucheron - Barely Floating (feat. Matilda),12068,8765
Sfera Ebbasta - Panette,12062,8766
TRXD - Our City - Acoustic,12059,8767
OOHYO - PIZZA,12055,8768
Alok - All I Want (feat. Stonefox) - Edit,12051,8769
Eason Chan - 愛情轉移(國),12033,8770
X Ambassadors - Hoping,12024,8771
No Te Va Gustar - Y el Mundo Me Comió a Mi,12009,8772
Sonora Palacios - El Galeón Español,11993,8773
Snow Boyz - Grov shit,11973,8774
Tedua - Telefonate,11968,8775
Bob Marley & The Wailers - Is This Love - Remix,11954,8776
Can Bonomo - Terslik Var,11923,8777
Will Sparks - Ah Yeah So What - Extended Mix,11917,8778
Girls' Generation - Girls Are Back,11916,8779
Leehom Wang - 你不知道的事,11909,8780
DJ Katch - Me & You,11904,8781
Sak Noel - Loca People (What the F**k!),11881,8782
Müslüm Gürses - Tutamıyorum Zamanı,11879,8783
Tom Swoon - Beside Me,11876,8784
Jesto - Io lo so,11845,8785
Michael Bublé - The Christmas Song,11845,8786
Susanne Sundfør - The Golden Age,11836,8787
Fabrizio Moro - Giocattoli,11819,8788
Bassi Maestro - Benvenuti a Milano,11816,8789
Zen Cafe - Piha ilman sadettajaa,11806,8790
Kolmas Nainen - Oi Suomen nuoria!,11778,8791
Tedua - OC (California),11774,8792
Phil Lam - 忘詞,11772,8793
Unge Ferrari - Født På En Øy,11761,8794
Sarah McLachlan - Wintersong,11720,8795
Sophie Elise - All Your Friends - Clairmont Remix,11720,8796
Mayday - 憨人,11718,8797
Naiwen Yang - 未接來電,11710,8798
Ismo Alanko - Kun Suomi Putos Puusta,11707,8799
Sam Feldt - Runaways,11707,8800
Maija Vilkkumaa - Mul ei oo rahaa,11706,8801
Maggie Chiang - 愛哭鬼,11704,8802
Jennifer Lopez - Olvídame y Pega la Vuelta,11691,8803
Can Bonomo - Tutmayın Beni,11661,8804
Laïoung - 48 ore,11647,8805
Anna Järvinen - Sylvian joululaulu,11635,8806
Marco Masini - Signor Tenente,11622,8807
P!nk - Secrets,11620,8808
Charmaine Fong - 夢的地圖,11613,8809
Villa Cariño - Ordenanado unas cosas,11602,8810
Sansar Salvo - Nedense,11600,8811
Toivo Kärki - Helkkää pienet tiu'ut,11596,8812
The Panas - Dame Esta Noche,11580,8813
Pave Maijanen - Lähtisitkö,11572,8814
Mayday - 團員間印象最深刻的事...,11559,8815
Eva Weel Skram - Berre la meg vær,11535,8816
Axwell /\ Ingrosso - Renegade,11533,8817
Rag'n'Bone Man - Skin - BBC Live Version,11533,8818
Unge Ferrari - Romeo Må Dø - Intro,11519,8819
"Ingebjørg Bratland - Hysj, Hysj, Hysj",11516,8820
Michael Bublé - Silver Bells (feat. Naturally 7) - Bonus Track,11504,8821
Rich Brian - Glow Like Dat,11493,8822
Noche de Brujas - Entregame,11489,8823
No Te Va Gustar - Guante Blanco,11488,8824
Mayday - 第二人生,11485,8825
Erik Eliassen - Allerede,11478,8826
Store P - Dypt,11476,8827
G-Eazy - Gimme Gimme,11464,8828
Eve Ai - 拼圖,11461,8829
Sonora Malecón - Orgullosa y Altanera,11455,8830
小球 - 時光機,11454,8831
Anna Eriksson - Oi jouluyö - Live,11452,8832
Mueka - DM,11444,8833
Mikael Gabriel - Päästä mut pois,11441,8834
Beyoncé - Run the World (Girls),11441,8835
Dimitri Keiski - Talven ihmemaa,11439,8836
The Endorphins - Ms. Right Now,11438,8837
En?gma - Cerbero,11436,8838
Eason Chan - K歌之王,11431,8839
TEEKS - If Only,11430,8840
Poju - Poika saunoo,11429,8841
The Doobie Brothers - Listen To The Music,11415,8842
Linkin Park - Wastelands,11414,8843
Bebe Rexha - Small Doses,11393,8844
Rajaton - Pukki tietää,11352,8845
Christopher - Free Fall - Hedegaard Remix,11339,8846
Los Fabulosos Cadillacs - Mal Bicho - Remasterizado 2008,11338,8847
Kamelen - Strykar Lax,11320,8848
Pentatonix - Winter Wonderland / Don't Worry Be Happy,11313,8849
Harun Kolçak - Elimde Değil,11312,8850
"Beegie Adair & Friends - Let It Snow, Let It Snow, Let It Snow",11301,8851
Fifth Harmony - All In My Head (Flex),11300,8852
X Ambassadors - Torches,11290,8853
"Noche de Brujas - Te amo, para siempre",11266,8854
Vassendgutane - Køyr mej heimatt!!,11246,8855
"林忠諭 - 52赫茲我愛你 - From '52Hz, I Love You' Soundtrack / 貝斯對話版",11244,8856
The Strokes - Someday,11241,8857
Rajaton - Joululaulu,11237,8858
Carl Louis - Animals,11221,8859
Nicholas Teo - 寂寞边界,11219,8860
Magic Power - 我還是愛著你,11215,8861
Mayday - 最有感覺的歌詞...,11211,8862
Rick Astley - Never Gonna Give You Up,11201,8863
Sander van Doorn - Ori Tali Ma - LVNDSCAPE Remix,11167,8864
Tomo Como Rey - Los Que Toman Como Rey,11164,8865
Anna Of The North - Money,11161,8866
Michele Bravi - Cambia,11160,8867
Maija Vilkkumaa - Pyörii,11152,8868
Harun Kolçak - Dualarım Yoluna,11146,8869
Nana Lee - 說實話,11135,8870
G.E.M. - 心之焰 (電視劇《楚喬傳》片尾曲),11131,8871
Bebe Rexha - Atmosphere,11118,8872
Banda Conmoción - Mentira,11109,8873
江松霖 - 我不害怕,11099,8874
Sushi x Kobe - Tingen,11098,8875
Sushi x Kobe - Inntrykk,11080,8876
Justin Bieber - Mark My Words,11080,8877
黃聖萊Lex - 看好,11070,8878
Cheek - Syypää sun hymyyn - feat. Yasmine Yamajako,11069,8879
Jarryd James - How Do We Make It,11047,8880
Jari Sillanpää - Satulinna,11044,8881
SAARA - Permission To Love,11006,8882
Karpe Diem - Jens,10988,8883
Billie Eilish - idontwannabeyouanymore,10986,8884
林逸欣 - 你會怎麼記得我,10957,8885
Basic Tape - Cool (feat. Huntar),10950,8886
LÉON - Sleep Deprived,10949,8887
Rotlaus - Byjenta,10918,8888
Sam Feldt - Open Your Eyes,10906,8889
Ällä - Liiga,10904,8890
Olivia Holt - Christmas (Baby Please Come Home),10883,8891
Atiye - Zamansız Aşklar,10879,8892
Guo Ding - 保留,10864,8893
Los Angeles Azules - Cómo Te Voy A Olvidar,10863,8894
Elsa & Emilie - Ocean,10855,8895
Robin - Rakkaus on lumivalkoinen (Vain elämää kausi 6),10849,8896
關詩敏 - 起步走,10843,8897
Sonora Palacios - Agua Que No Has de Beber - En Vivo,10835,8898
Mannarino - Gandhi,10835,8899
Atle - Number One,10833,8900
Coldplay - Shiver,10833,8901
Conor Maynard - Don't Let Me Down,10824,8902
Lil Xan - Wake Up,10800,8903
Irwin Goodman - Rentun ruusu,10794,8904
Francesco De Gregori - Rimmel,10793,8905
Ece Seçkin - Adeyyo,10766,8906
Zara Larsson - Only You - KREAM Remix,10766,8907
Mazhar Alanson - Ah Bu Ben,10721,8908
Marvin Gaye - Sexual Healing - Kygo Remix,10714,8909
Robyn - None Of Dem,10710,8910
Hu Xia - 愛夏,10702,8911
Kube - Koska mä voin,10690,8912
GFriend - LOVE WHISPER,10670,8913
Harun Kolçak - Korkuyorum,10664,8914
Ammunition - Wrecking Crew,10652,8915
Popeda - Kuuma kesä,10651,8916
Dogus Cabakcor - Yokluğunda,10650,8917
ILARI - Molotov cocktail,10643,8918
Elif Turan - Aç Kapıyı Gir İçeri,10639,8919
Mannarino - La Frontiera,10602,8920
周傳雄 - 出賣,10583,8921
Soleima - Cracks,10583,8922
Tedua - Pugile,10582,8923
Don Huonot - Hyvää yötä ja huomenta,10562,8924
"Eric Chou - 想回到那一天 - Theme song of TV Drama ""Magical Space-Time""",10560,8925
Leah Dou - Wu,10549,8926
Zülfü Livaneli - Yiğidim Aslanım - Live,10532,8927
Jenni Vartiainen - Minä sinua vaan,10527,8928
Fiorella Mannoia - Quello che le donne non dicono,10526,8929
CMX - Pelasta Maailma,10520,8930
Tuuli - Despacito,10507,8931
Sean Paul - Temperature,10504,8932
IBE - Keskusteluja,10491,8933
Sin Bandera - Kilómetros,10479,8934
Los Auténticos Decadentes - La Guitarra,10478,8935
Coldplay - God Put A Smile Upon Your Face,10473,8936
黄靖伦 - 舊傷,10453,8937
Brunori Sas - La vita liquida,10442,8938
Sherman Chung - 給自己的信,10438,8939
Admiral P - Bobler,10437,8940
Linkin Park - Final Masquerade,10430,8941
Ariana Grande - Break Free,10426,8942
R3HAB - Islands,10419,8943
Sia - Underneath The Mistletoe,10397,8944
David Guetta - 2U (feat. Justin Bieber) - R3hab Remix,10393,8945
Mayday - 最重要的小事,10393,8946
Reket - Kontakt,10385,8947
蔡恩雨 - I Love The Sky,10378,8948
Ella Fitzgerald - Rudolph The Red-Nosed Reindeer,10373,8949
Gardemusikken - Norge I Rødt Hvitt Og Blått,10364,8950
Tehosekoitin - Hetken Tie On Kevyt,10355,8951
陳念澤 - 一個人,10340,8952
Noche de Brujas - Tu primera vez,10327,8953
Camila - Todo Cambió,10319,8954
Sansar Salvo - Fırtına,10293,8955
Noche de Brujas - Todo te di,10263,8956
Camila - Aléjate de Mí,10241,8957
JS - 你是此生最美的風景,10235,8958
Ronghao Li - 不說 (電影《從你的全世界路過》路過版主題曲),10231,8959
Teflon Brothers - Kendo Anthem,10225,8960
Galantis - Pillow Fight,10222,8961
Los Fabulosos Cadillacs - Calaveras y Diablitos,10196,8962
The Notorious B.I.G. - Mo Money Mo Problems (feat. Mase & Puff Daddy) - 2014 Remastered Version,10162,8963
"Cheek - Me ollaan ne Part 2 (feat. Nikke Ankara, Elastinen, JVG, Kube, Pete Parkkonen)",10160,8964
Coldplay - A Message,10153,8965
Kube - Ikijää,10137,8966
Simon Samaeng - Cold - Acoustic,10129,8967
Gilberto Santa Rosa - Conteo Regresivo - Salsa Version,10128,8968
Ffion - Rumours,10126,8969
Katri Helena - Anna mulle tähtitaivas,10123,8970
By2 - 桃花旗袍,10069,8971
SEOHYUN - Don't Say No,10067,8972
Coldplay - Colour Spectrum,10063,8973
Mikael Gabriel - Loistat Pimeäs - Alasti-klubi,10061,8974
Nicholas Teo - 不多,10056,8975
Brunori Sas - Diego e io,10006,8976
James Arthur - Impossible,9994,8977
Vidar Villa - Når Sola Står Opp,9993,8978
OneRepublic - Champagne Supernova,9984,8979
Flo Rida - I Cry,9981,8980
TzChien慈謙 - 寂寞的人都養了一隻貓(All the Lonely Raise a Cat),9972,8981
The Lumineers - Ho Hey,9950,8982
"Emeli Sandé - ""Read All About It, Pt. III""",9925,8983
Kylie Minogue - At Christmas,9924,8984
Coldplay - Politik,9913,8985
Brunori Sas - Secondo me,9908,8986
Ruudolf - Leijonakuningas-laulu,9903,8987
Lucio Dalla - L'anno che verrà,9853,8988
Brunori Sas - Il costume da torero,9845,8989
"Chris Cornell - You Know My Name - From ""Casino Royale"" Soundtrack",9844,8990
JJ Lin - 距離,9843,8991
Tuuli - Issues,9841,8992
La Máquina Camaleón - Shiva,9839,8993
Matt Nathanson - Come On Get Higher,9830,8994
Epik High - LOVE STORY,9826,8995
Linnea Henriksson - Säga mig,9823,8996
Mayday - 如煙,9816,8997
Bernhoft - The Moning Comes,9812,8998
James Arthur - Can I Be Him - SJUR Remix,9785,8999
Asa - Vaaranmaa,9785,9000
Cheek - Chekkonen,9775,9001
許慧欣 - 愛綻放,9770,9002
Morat - Mi Nuevo Vicio,9760,9003
Celia Cruz y La Sonora Matancera - Jingle Bells,9753,9004
Robbie Williams - Angels,9753,9005
JJ Lin - 手心的薔薇,9745,9006
Bile-Dani - Lomaseksiä (feat. Katya),9728,9007
A-Mei Chang - 我最親愛的,9712,9008
The Band Perry - Stay In The Dark,9710,9009
Mon Laferte - Tu Falta De Querer - En Vivo,9709,9010
A-do - 沒什麼好怕,9708,9011
Jean Sibelius - Sibelius : Finlandia-hymni,9707,9012
MGPjr Allstars 2017 - Hjertespråk,9703,9013
Kenji Wu - 我不要再比了,9695,9014
August Dahl - Nervous,9670,9015
Sunrise Avenue - Let Me Go,9668,9016
Matt Terry - When Christmas Comes Around,9640,9017
What Century - 我不是故意要想你,9607,9018
Kevin Boine - Drømmeland,9599,9019
DVBBS - Tsunami - Radio Edit,9598,9020
ZL-Project - Galleriet 2015,9579,9021
Marc E. Bassy - Plot Twist - Remix,9562,9022
Joakim Lundell - Monster,9555,9023
Hardwell - Power,9535,9024
Adele - One And Only,9531,9025
Cheek - Avaimet Mun Kiesiin - Radio Edit,9516,9026
Ayten Alpman - Ben Böyleyim,9512,9027
Franco Battiato - Centro Di Gravità Permanente - 2008 - Remaster;,9509,9028
James Blake - Vincent,9502,9029
Xian Zi - 舊相片,9501,9030
F5 - Generasjon prestasjon,9489,9031
Gripin - Böyle Kahpedir Dünya,9481,9032
Ronghao Li - 滿座,9456,9033
Allame - Dayan,9455,9034
Tanya Chua - 停格,9452,9035
ScHoolboy Q - Collard Greens,9446,9036
Tore Bojsten - Girl at Coachella,9446,9037
Evan Yo - 不如,9434,9038
Xuitcasecity - Need Somebody,9408,9039
Della - 原來你都在,9405,9040
Five Finger Death Punch - Trouble,9382,9041
Karen Mok - 完美孤獨,9376,9042
Ace of Base - The Sign,9365,9043
Pariisin Kevät - Liukuovet,9363,9044
Cheer Chen - 躺在你的衣櫃,9363,9045
No.1 - Ölüm Çizgisi,9351,9046
Klovner I Kamp - Langt å gå,9344,9047
PistePiste - Elän sut uudestaan,9343,9048
Kelly Poon - 小丑,9338,9049
TCTS - Do It Like Me (Icy Feet),9328,9050
Boehm - Let's Give It A Shot,9313,9051
劉佳 - 愛的就是你,9304,9052
Adele - Skyfall - Full Length,9265,9053
The 1975 - By Your Side,9261,9054
Celest Cheung - 屬於自己,9260,9055
Eason Chan - 孤獨患者(國),9239,9056
Ylva - Hear You Sing - Acoustic,9232,9057
Emeli Sandé - Sweet Architect,9231,9058
La Rondallita - El Burrito de Belen (El Burrito Sabanero),9230,9059
Joker Xue - 渡,9209,9060
Tujamo - One On One,9197,9061
Bae Fong - 兩灣城,9183,9062
羅大佑 - 家(III),9181,9063
林宇中 - 靠岸,9176,9064
Rainie Yang - 雨愛,9143,9065
Pariisin Kevät - Tiputa sun aseet,9143,9066
Musta Barbaari - Salil eka salil vika,9122,9067
Brad Paisley - Whiskey Lullaby,9121,9068
Pikku G - Me ollaan nuoriso,9107,9069
Elastinen - Näköala,9103,9070
JP Cooper - September Song - Guitar Acoustic,9101,9071
Mon Laferte - Tírate,9097,9072
J. Karjalainen - Mennyt mies,9096,9073
Deserts Chang - 親愛的,9091,9074
Alex Mattson - Good Kids,9091,9075
Patron - Yanıyorum Hala,9052,9076
Chuck Berry - You Never Can Tell,9046,9077
Los Prisioneros - Paramar,9025,9078
Crispy - 於是你不再感到痛了,9025,9079
Laura - Verona,9011,9080
Bebe Rexha - The Way I Are (Dance With Somebody),9008,9081
Christiana Berenguer - Great Heights,9000,9082
Super Sako - Mi Gna,8968,9083
Jovanotti - A Te,8954,9084
Duman - Dibine Kadar,8949,9085
Valvomo - Mikä kesä?,8947,9086
Nicky Jam - Hasta el Amanecer - The Remix,8945,9087
Cheek - Jos mä oisin sä,8921,9088
No.1 - Fare İlacı,8917,9089
Kauriinmetsästäjät - Huudan,8907,9090
王艷薇 - 晚安(《紅色氣球》片尾主題曲),8900,9091
Reket - Super ei,8872,9092
阿信 - 私奔到月球,8871,9093
Sakari Kuosmanen - Finlandia,8867,9094
Pariisin Kevät - Vielä vähän matkaa tähtiin,8862,9095
Daft Punk - One More Time,8860,9096
Kenji Wu - 寂寞來了怎麼辦?,8839,9097
Grupo Infantil Guarderia Pon - Noche de Paz,8834,9098
郭美美 - 海水正蓝,8823,9099
AmPm - Life is,8812,9100
Vesala - Sinuun minä jään (Alasti-klubi),8789,9101
Broiler - Wild Eyes,8786,9102
Passenger - Simple Song,8768,9103
"Pink Floyd - Another Brick in the Wall, Pt. 2",8766,9104
Ginuwine - Pony,8757,9105
P!nk - Better Life,8737,9106
Destiny's Child - Bootylicious,8704,9107
方炯鑌 - Sweet Dream,8684,9108
Rachel Liang - 可以不愛了,8657,9109
Harun Kolçak - Bile Bile,8646,9110
Martin Garrix - Scared To Be Lonely - Acoustic Version,8631,9111
張傑 - 長大,8626,9112
JJ Lin - 小酒窩,8602,9113
Linkin Park - No More Sorrow,8601,9114
Camila - Coleccionista de Canciones,8601,9115
Justin Bieber - Boyfriend,8575,9116
Los Bunkers - Llueve Sobre La Ciudad,8572,9117
Danielle Deckard - Put That Ring Away,8566,9118
Cosculluela - A Donde Voy (feat. Daddy Yankee),8559,9119
Büyük Ev Ablukada - EVREN BOZMASI,8551,9120
Kaartin soittokunta & kuoro - Maamme,8550,9121
BTS - A Supplementary Story : You Never Walk Alone,8547,9122
The Chainsmokers - Something Just Like This - Alesso Remix,8544,9123
Vance Joy - Georgia,8540,9124
Şanışer - Yalan,8530,9125
LaLa Hsu - 不要再孤單(電影《微微一笑很傾城》主題曲),8527,9126
Raphael - El Tamborilero,8513,9127
Karen Mok - You Are So Beautiful,8508,9128
JVG - Voitolla yöhön,8495,9129
Los Auténticos Decadentes - Corazón,8488,9130
Tarkan - Kış Güneşi,8478,9131
"Sin Bandera - ¿Qué Pasaría? - Primera Fila Acústico ""Una Última Vez - Encore""",8473,9132
Ed Sheeran - Castle on the Hill - Acoustic,8463,9133
Flume - Hyperreal,8463,9134
Gökhan Türkmen - Dön (Akustik),8459,9135
Robin - Hollywood Hills (Vain elämää kausi 6),8449,9136
Five Finger Death Punch - Gone Away,8447,9137
Niila - Green Light,8445,9138
Reket - Mustvalge,8440,9139
Denzel Curry - Ultimate,8440,9140
Sin Bandera - Que Me Alcance la Vida,8438,9141
Linkin Park - POWERLESS,8413,9142
A-Lin - 位置,8408,9143
Dihaj - Skeletons,8407,9144
亦帆 - 早日康復,8406,9145
Reino Nordin - Mä en maindaa,8397,9146
Büyük Ev Ablukada - GÜNEŞ YERİNDE,8375,9147
Linkin Park - Guilty All The Same (feat. Rakim),8374,9148
Morat - Ladrona,8352,9149
Nicholas Teo - 寂寞那么多,8339,9150
Oscar and the Wolf - Honey,8337,9151
Jesse & Joy - No soy una de esas - feat. Alejandro Sanz,8327,9152
Koala Liu - 聆聽者,8325,9153
Kymppilinja - Minä - feat. Mariska,8318,9154
Model - Değmesin Ellerimiz - Akustik,8314,9155
Snoop Dogg - Drop It Like It's Hot,8311,9156
End of the World - One More Night,8294,9157
AC/DC - Thunderstruck,8291,9158
雀斑 - 我想養流浪狗,8235,9159
黃小琥 - 沒那麼簡單,8234,9160
Yiyo Sarante - Corazon de Acero,8232,9161
Pate Mustajarvi - Ukkometso,8231,9162
Pariisin Kevät - Kuka sulkee sun silmät,8217,9163
Olavi Uusivirta - Me ei kuolla koskaan,8212,9164
李翊君 - 愛情路口,8204,9165
Maija Vilkkumaa - Ei,8201,9166
Reket - Tagaajaja,8187,9167
Demir Demirkan - Aşktan Öte - Akustik,8181,9168
Büyük Ev Ablukada - BENİM KAFAM SİKTİRMİŞ GİTMİŞ,8180,9169
Matoma - Old Thing Back (feat. Ja Rule and Ralph Tresvant) - Club Edit,8169,9170
Darius Rucker - Wagon Wheel,8167,9171
Topi Sorsakoski & Agents - Surujen Kitara -Johnny Guitar-,8167,9172
"Ivana Wong - 相牽 (電影""大手牽小手""主題曲) - 國",8132,9173
Jari Sillanpää - Sinä ansaitset kultaa,8122,9174
Gallant - Cave Me In,8109,9175
Steve Aoki - Lit (feat. Gucci Mane & T-Pain),8089,9176
Son Feci Bisiklet - İt Gibi,8086,9177
Ponso - 夫妻臉,8073,9178
Särre - Hesan Naiset,8057,9179
過又嘉 - 一個人的晚安,8053,9180
ANNA - 我無法懂得,8052,9181
Son Feci Bisiklet - Galiba Sevmiyorlar,8049,9182
Olavi Virta - Kultainen nuoruus,8036,9183
Joi Chua - 表面完美的愛,8034,9184
張傑 - 下雨天,8029,9185
Tuuli - Attention,8028,9186
Melike Şahin - Deli Kan,8026,9187
SMC Lähiörotat - Pärjäätsä,8011,9188
98º - Because of You (Acoustic),8007,9189
Apulanta - Pahempi toistaan,7991,9190
Laz Perkins - Killin' It,7988,9191
Lukas Graham - Mama Said,7979,9192
Annikki Tähti - Muistatko Monrepos'n,7975,9193
Turmion Kätilöt - Hyvää Yötä,7973,9194
EPP - Ei Nabaa,7971,9195
Kenji Wu - 不會痛的不叫愛情,7971,9196
吳卓源 - 別哭了,7969,9197
Rocko y Blasty - Besitos de Colores,7969,9198
Ariel Tsai - 宣言,7967,9199
Timo Rautiainen & Trio Niskalaukaus - Isä ei jätä,7967,9200
陳洛 - 溪邊的夜,7960,9201
Marcus & Martinus - Get To Know Ya,7953,9202
Jolin Tsai - 妥協,7950,9203
Reino Nordin - Mis on se rakkaus (feat. Tippa-T),7933,9204
Little Mix - Oops,7932,9205
Julia Peng - 微微的幸福,7929,9206
Leona Lewis - Bleeding Love,7925,9207
Orange Blossom - Ya Sîdî,7910,9208
MINZY - NINANO,7909,9209
Cheek - Pyrkiny vähentää - feat. Spekti,7906,9210
Leo Ku - 我還是你的 - 國,7903,9211
Maggie Rogers - Alaska,7890,9212
HAOR - 轉移話題 (三立華劇 《真情之家》插曲),7890,9213
Bonobo - Migration,7890,9214
Guo Ding - 想著你,7888,9215
Kenny Rogers - The Gambler,7879,9216
Victor Wong - 孩子別忘了我 - 第一屆旺旺孝親獎詞曲獎一等獎歌曲,7878,9217
Turmion Kätilöt - Veren Maku,7873,9218
Porter Robinson & Madeon - Shelter,7860,9219
Marié Digby - Your Love,7825,9220
Gentle Bones - JU1Y,7821,9221
Djangomayn - Nöyrä,7779,9222
Sir Sly - &Run,7759,9223
"符瓊音 - 離開, 是為了回來的理由",7749,9224
Samuli Putro - Viihdettä,7749,9225
Foo Fighters - The Pretender,7744,9226
黃荻鈞 - 半年,7733,9227
Justin Bieber - No Sense,7703,9228
Apulanta - Armo,7671,9229
Murat Dalkılıç - Rivayet,7654,9230
Peking Duk - High - Original Mix,7653,9231
LEO - Mun kamat takas tuo,7651,9232
Robin - Boom Kah,7650,9233
Ellen Loo - 卡帶,7649,9234
金莎 - 被風吹過的夏天,7637,9235
Sir Elwoodin Hiljaiset Varit - Älä Mee,7627,9236
NCT DREAM - 마지막 첫사랑 My First and Last,7618,9237
Laila Kinnunen - Pojat,7618,9238
Guo Ding - 不明下落,7610,9239
Shura - Make It Up,7608,9240
Guns N' Roses - Don't Cry (Original),7604,9241
Nelly - Hot In Herre,7592,9242
Fan Yi Chen - 國境之南,7577,9243
Ed Caspian - Bad To The Bone,7573,9244
Reket - Köievedu,7556,9245
JVG - Nelisilmä,7551,9246
Girls' Generation - One Last Time,7548,9247
Koala Liu - 起承轉合,7547,9248
Finnish Hockey Mafia - Taivas varjele! - Radio edit,7546,9249
劉瑞琦 - 來不及,7545,9250
何杰兒 Ger - 雙人被,7544,9251
"Derrick Hoh - 假裝不了(""绝世好工"" 插曲)",7544,9252
Arja Koriseva - Enkelin silmin,7540,9253
黃義達 - 到底多久,7518,9254
Yuna - Crush,7505,9255
Sticky Rice - 喬治克隆人,7501,9256
Ylva - Hear You Sing,7497,9257
Rony Rex - F*cked It Up,7496,9258
Sticky Fingers - These Girls,7485,9259
Joker Xue - 醜八怪,7483,9260
Djangomayn - Visioit,7474,9261
王艷薇 - 句點 - 偶像劇 【如朕親臨】插曲,7471,9262
OMC - How Bizarre,7458,9263
The Veronicas - In My Blood,7456,9264
Popeda - Öljytyt Lanteet,7450,9265
Hurja - Hollaa (feat. Ode),7439,9266
黃義達 - 一秒的安慰,7420,9267
Soft Lipa - 收斂水,7407,9268
Mayday - 天使,7404,9269
FTampa - Light Me Up,7404,9270
Mayday - 覺得五月天最特別的地方是...,7402,9271
小S - 小時候,7398,9272
Kenji Wu - 為你寫詩,7391,9273
Dexys Midnight Runners - Come On Eileen,7389,9274
Jean Sibelius - Jääkärimarssi,7377,9275
Aura - Can't Steal The Music,7374,9276
Flört - İzmir Marşı,7371,9277
Sunrise Avenue - Lifesaver,7367,9278
ABREU - Kaikki mussa rakastaa kaikkea sun,7350,9279
Men At Work - Down Under,7325,9280
Büyük Ev Ablukada - İHTİMALLERİN HEYECANINA ÜZÜLÜYORUM,7325,9281
Reino Nordin - Otan sut haltuun,7297,9282
符瓊音 - 嬋娟,7295,9283
Phoebe Ryan - Should I,7293,9284
Grady Guan - 想定下來,7292,9285
Michel Fugain & Le Big Bazar - Une belle histoire,7281,9286
Jocie Kok - 光陰,7276,9287
John Mayer - Waiting On the World to Change,7273,9288
Victor Wong - 如願以償,7268,9289
Justin Timberlake - Rock Your Body,7263,9290
金莎 - 平行線,7251,9291
Axwell /\ Ingrosso - Sun Is Shining,7248,9292
Fan Yi Chen - 妳愛我嗎?,7245,9293
Donny Montell - Nieko Verta,7241,9294
Cheek - Timantit on ikuisia,7239,9295
Austin Lee - I Need to Be Loved,7235,9296
JS - 我們都孤單 (我们都孤单),7217,9297
廖文強 - 可不可以,7217,9298
"Céline Dion - My Heart Will Go On - Love Theme from ""Titanic""",7209,9299
聖結石 - 安儷,7201,9300
Büyük Ev Ablukada - BOŞLUK,7195,9301
Michael Jackson - Don't Stop 'Til You Get Enough - Single Version,7189,9302
